id,verdict,flags,layer,zone,row,encoded,read,form,confidence,for_this_zone,alternatives,fragment,note,quote,document
00475,agree,noted,or/clackamas/oregon-city,R-5,min_lot_sqft,7000,7000,square feet,clear,True,"5,000 sq ft in the single-family detached/duplex and triplex rows | 1,500 sq ft per townhouse lot","Standard R-5 R-3.5 | Quadplex and cottage cluster 7,000 square feet 7,000 square feet","Row 'Quadplex and cottage cluster', R-5 column; the 'Minimum lot size' heading carries footnote marker 1 whose text is not in the passage.",or/clackamas/oregon-city/17.zoning.txt#L4313,or/clackamas/oregon-city/17.zoning.txt
00476,agree,noted,or/clackamas/oregon-city,R-5,min_lot_sqft [unit_lots],1500,1500,square feet,clear,True,"7,000 sq ft for a quadplex on one lot","St anda r d R-5 R-3.5 | Townhouse 1,500 square feet 1,500 square feet","Row 'Townhouse' (per unit lot), same in both columns; footnote 1 on 'Minimum lot size' is not in the passage.",or/clackamas/oregon-city/17.zoning.txt#L4317,or/clackamas/oregon-city/17.zoning.txt
00477,agree,,or/clackamas/oregon-city,R-5,min_lot_width_ft,35,35,feet,clear,True,20 ft for townhouse lots,"Minimum lot width | All, except 35 feet, except 25 feet, except | Townhouse 20 feet 20 feet",,or/clackamas/oregon-city/17.zoning.txt#L4328,or/clackamas/oregon-city/17.zoning.txt
00478,agree,noted,or/clackamas/oregon-city,R-5,min_lot_width_ft [unit_lots],20,20,feet,clear,True,35 ft for all except townhouse,"Minimum lot width | All, except 35 feet, except 25 feet, except | Townhouse 20 feet 20 feet","Row 'Townhouse' (per unit lot), same in both columns.",or/clackamas/oregon-city/17.zoning.txt#L4329,or/clackamas/oregon-city/17.zoning.txt
00479,agree,noted,or/clackamas/oregon-city,R-5,max_coverage_pct,70,70,percent,clear,True,50% in the single-family detached and duplex row | 60% with an ADU,"Maximum building lot coverage | Single-family detached and du- 50% 55% | plex | With ADU '\ 60% 65% | Triplex, quadplex and town- 70% 80% | house","This table splits coverage by housing type: the 'Triplex, quadplex and townhouse' row gives 70% in the R-5 column, while 50% is the single-family detached/duplex row, so a quadplex at 50% would be the wrong row.",or/clackamas/oregon-city/17.zoning.txt#L4324,or/clackamas/oregon-city/17.zoning.txt
00480,agree,,or/clackamas/oregon-city,R-5,max_height_ft,35,35,feet,clear,True,25 ft for a cottage cluster unit,Standard R-5 R-3.5 / Maximum height: All 35 feet 35 feet,,or/clackamas/oregon-city/17.zoning.txt#L4318,or/clackamas/oregon-city/17.zoning.txt
00481,agree,noted,or/clackamas/oregon-city,R-5,min_density_du_per_acre,7.0,7.0,units per acre (net),clear,True,,Standard R-5 R-3.5 / Minimum net density 7 . 0 du / acre 10 du/acre,Stated as NET density; 17.10.050.B.1 says accessory dwelling units do not count toward the minimum.,or/clackamas/oregon-city/17.zoning.txt#L4376-L4378,or/clackamas/oregon-city/17.zoning.txt
00482,unread,unclear+noted,or/clackamas/oregon-city,R-5,setback_garage_entrance_ft,20,,,unclear,unknown,"20 ft — 'No parking or vehicle area within 20 feet from street property line (except alley)' (L5703, cottage cluster figure note) | 20 ft from ROW — Table 17.10.040 row 'Garage setbacks 20 feet from ROW, except' (L4345, not cited here)",Garages and carports must not abut common courtyards. Garage doors for individual garages must not exceed 20 feet in width.,"The marked lines state a maximum garage door WIDTH (20 ft) in the cottage-cluster section 17.16.070, not a garage entrance setback, and the section is not tied to the R-5 zone.",or/clackamas/oregon-city/17.zoning.txt#L5706-L5707,or/clackamas/oregon-city/17.zoning.txt
00483,agree,noted,or/clackamas/oregon-city,R-3.5,setback_front_ft,5,5,feet,inferred,True,"0 ft to a porch (R-3.5) | 10 ft is the R-5 column, not R-3.5","Minimum front yard setback 10 feet, except 5 feet, except / 5 feet - - Porch 0 feet - - Porch","Two-column row (R-5 then R-3.5, header L4316 outside this passage); R-3.5 is the second value, 5 ft, with the porch exception reducing it to 0 ft.",or/clackamas/oregon-city/17.zoning.txt#L4331,or/clackamas/oregon-city/17.zoning.txt
00484,agree,noted,or/clackamas/oregon-city,R-3.5,setback_side_ft,5,5,feet,clear,True,0 ft on the attached side of a townhouse / 5 ft on the free side,"Minimum interior side yard setback 5 feet, except 5 feet, except / All, except 0 feet (attached)/5 feet (side) / Townhouse",Both columns read 5 ft; the Townhouse row allows 0 ft where units are attached and 5 ft on the outer side.,or/clackamas/oregon-city/17.zoning.txt#L4333,or/clackamas/oregon-city/17.zoning.txt
00485,agree,noted,or/clackamas/oregon-city,R-3.5,setback_rear_ft,20,20,feet,clear,True,15 ft to a porch | 10 ft cottage cluster | 5 ft ADU (R-3.5 column),"Minimum rear yard setback 20 feet, except 20 feet, except / 15 feet - - Porch 15 feet - - Porch / 10 feet -- ADU, cottage cluster 10 feet - Cottage cluster / 5 feet - - ADU","Both columns read 20 ft; the exceptions are for porches, cottage clusters and ADUs, none of which is a fourplex.",or/clackamas/oregon-city/17.zoning.txt#L4340,or/clackamas/oregon-city/17.zoning.txt
00486,agree,,or/clackamas/oregon-city,R-3.5,setback_street_side_ft,7,7,feet,clear,True,,Minimum corner side yard setback 7 feet 7 feet,,or/clackamas/oregon-city/17.zoning.txt#L4338,or/clackamas/oregon-city/17.zoning.txt
00487,agree,,or/clackamas/oregon-city,R-3.5,min_lot_sqft,7000,7000,square feet,clear,True,"1,500 sq ft Townhouse row (L4317)","Standard R-5 R-3.5 / Quadplex and cottage cluster 7,000 square feet 7,000 square feet",,or/clackamas/oregon-city/17.zoning.txt#L4313,or/clackamas/oregon-city/17.zoning.txt
00488,agree,noted,or/clackamas/oregon-city,R-3.5,min_lot_sqft [unit_lots],1500,1500,square feet (townhouse row),clear,True,"7,000 sq ft Quadplex and cottage cluster row (base)","Standard R-5 R-3.5 / Townhouse 1,500 square feet 1,500 square feet",Townhouse row used for the unit_lots condition; the table does not itself say 'per unit lot'.,or/clackamas/oregon-city/17.zoning.txt#L4317,or/clackamas/oregon-city/17.zoning.txt
00489,agree,noted,or/clackamas/oregon-city,R-3.5,min_lot_width_ft,25,25,feet,inferred,True,"20 ft Townhouse row | 35 ft is the R-5 column, not R-3.5","Minimum lot width / All, except 35 feet, except 25 feet, except / Townhouse 20 feet 20 feet","Two-column row (R-5 then R-3.5, header L4316 outside this passage); R-3.5 is the second value, 25 ft, with the 'except' pointing to the 20 ft Townhouse row.",or/clackamas/oregon-city/17.zoning.txt#L4328,or/clackamas/oregon-city/17.zoning.txt
00490,agree,,or/clackamas/oregon-city,R-3.5,min_lot_width_ft [unit_lots],20,20,feet (townhouse row),clear,True,"25 ft 'All, except' row for R-3.5 (base)","Minimum lot width / All, except 35 feet, except 25 feet, except / Townhouse 20 feet 20 feet",,or/clackamas/oregon-city/17.zoning.txt#L4329,or/clackamas/oregon-city/17.zoning.txt
00491,agree,noted,or/clackamas/oregon-city,R-3.5,max_coverage_pct,80,80,percent,inferred,True,"70% is the R-5 column, not R-3.5 | 55% single-family detached and duplex (R-3.5) | 65% with ADU (R-3.5)","Maximum building lot coverage / Single-family detached and duplex 50% 55% / With ADU 60% 65% / Triplex, quadplex and townhouse 70% 80%","Two-column row; R-3.5 is the second value, so the triplex/quadplex/townhouse coverage is 80% — the 55% in the zone hint is the single-family/duplex row, not the quadplex row.",or/clackamas/oregon-city/17.zoning.txt#L4324,or/clackamas/oregon-city/17.zoning.txt
00492,agree,,or/clackamas/oregon-city,R-3.5,max_height_ft,35,35,feet,clear,True,25 ft for a cottage cluster unit,Standard R-5 R-3.5 / Maximum height: All 35 feet 35 feet,,or/clackamas/oregon-city/17.zoning.txt#L4318,or/clackamas/oregon-city/17.zoning.txt
00493,agree,noted,or/clackamas/oregon-city,R-3.5,min_density_du_per_acre,10,10,units per acre (net),clear,True,,Standard R-5 R-3.5 / Minimum net density 7 . 0 du / acre 10 du/acre,Stated as NET density; 17.10.050.B.1 says accessory dwelling units do not count toward the minimum.,or/clackamas/oregon-city/17.zoning.txt#L4376-L4378,or/clackamas/oregon-city/17.zoning.txt
00494,unread,unclear+noted,or/clackamas/oregon-city,R-3.5,setback_garage_entrance_ft,20,,,unclear,unknown,"20 ft — 'No parking or vehicle area within 20 feet from street property line (except alley)' (L5703, cottage cluster figure note) | 20 ft from ROW — Table 17.10.040 row 'Garage setbacks 20 feet from ROW, except' (L4345, not cited here)",Garages and carports must not abut common courtyards. Garage doors for individual garages must not exceed 20 feet in width.,"The marked lines state a maximum garage door WIDTH (20 ft) in the cottage-cluster section 17.16.070, not a garage entrance setback, and the section is not tied to the R-3.5 zone.",or/clackamas/oregon-city/17.zoning.txt#L5706-L5707,or/clackamas/oregon-city/17.zoning.txt
00495,agree,noted,or/clackamas/rivergrove,R10,setback_front_ft,25,25,feet,clear,True,30 ft front setback for detached accessory buildings (c),All new detached residential structures built with any zone or district in the City of Rivergrove shall maintain the following setbacks ... Front Setback - 25 feet.,"Applies to every zone; (b) gives attached residential the same setbacks; setbacks are measured from the roof edge or drip line (L1021), and footnote 3 says 5.080 is subject to three Planning Commission interpretations.","or/clackamas/rivergrove/rldo.composite.txt#L1023-L1026,L1038-L1039",or/clackamas/rivergrove/rldo.composite.txt
00496,agree,noted,or/clackamas/rivergrove,R10,setback_side_ft,10,10,feet,clear,True,15 ft side setback on a corner lot | 3 ft side setback for detached accessory buildings (c),Side Setback - 10 feet. / (b) All new attached residential shall maintain the same set backs as detached residential around the perimeter of the structure.,"Measured from the roof edge or drip line (L1021), not the wall.","or/clackamas/rivergrove/rldo.composite.txt#L1033,L1038-L1039",or/clackamas/rivergrove/rldo.composite.txt
00497,agree,noted,or/clackamas/rivergrove,R10,setback_rear_ft,25,25,feet,clear,True,,Rear Setback - 25 feet (from the read lot line or the ordinary high water mark - whichever is greater).,"Qualifier: measured from the rear lot line OR the ordinary high water mark, whichever is greater, and from the roof edge or drip line (L1021).","or/clackamas/rivergrove/rldo.composite.txt#L1035-L1036,L1038-L1039",or/clackamas/rivergrove/rldo.composite.txt
00498,agree,noted,or/clackamas/rivergrove,R10,setback_street_side_ft,15,15,feet,clear,True,10 ft side setback (corner lot) for detached accessory buildings (c),Side Setback on a Corner Lot - 15 feet (to insure better visibility).,Measured from the roof edge or drip line (L1021); (b) extends the detached figures to attached residential.,or/clackamas/rivergrove/rldo.composite.txt#L1034,or/clackamas/rivergrove/rldo.composite.txt
00499,agree,noted,or/clackamas/rivergrove,R10,min_lot_sqft,10000,10000,square feet,clear,True,"½ acre (21,780 sq ft) within the Flood Hazard District","The minimum lot size within the Flood Hazard District is ½ acre.  The minimum lot size outside the Flood Hazard District is 10,000 square feet.","A general minimum lot size for all residential land, not one stated for a fourplex; ½ acre governs inside the Flood Hazard District.",or/clackamas/rivergrove/rldo.composite.txt#L844-L846,or/clackamas/rivergrove/rldo.composite.txt
00500,agree,noted,or/clackamas/tualatin,defaults,parking_min_per_unit,0,0,spaces per unit (printed as 'None'),inferred,True,1.2 spaces per unit (multi-family studio units) | 2.0 spaces per unit (multi-family non-studio units),(ii) Middle Housing: a. Duplexes b. Triplexes c. Quadplexes d. Townhouses e. Cottage Clusters / None None None Required N/A,"The printed cell is the word 'None'; the header column order is garbled in extraction but all three vehicle-parking cells (minimum, maximum Zone A, maximum Zone B) read None for the Middle Housing row, so no minimum is required.","or/clackamas/tualatin/73C.parking.txt#L130,L132,L137,L154,L157,L160",or/clackamas/tualatin/73C.parking.txt
00501,agree,noted,or/clackamas/tualatin,defaults,parking_stall_width_ft,9,9.0,feet (90-degree column),inferred,True,8.0 ft for parallel stalls,Parallel 45º 60º 75º 90º / Stall Width A 8.0 9.0 9.0 9.0 9.0,"Appendix B dimension table for a figure, with no heading naming the standard or use; 9.0 applies at every angle from 45 to 90 degrees, 8.0 only to parallel stalls.","or/clackamas/tualatin/appendix-b.figures.txt#L21,L26-L27",or/clackamas/tualatin/appendix-b.figures.txt
00502,agree,noted,or/clackamas/tualatin,defaults,parking_stall_depth_ft,18.5,18.5,feet (90-degree column),inferred,True,24.0 parallel | 17.5 at 45 degrees | 19.0 at 60 degrees | 19.5 at 75 degrees,Parallel 45º 60º 75º 90º / Stall Depth B 24.0 17.5 19.0 19.5 18.5,"Appendix B dimension table with no heading; a separate Bumper Overhang row E gives 2.5 at 90 degrees, which is not subtracted here.","or/clackamas/tualatin/appendix-b.figures.txt#L21,L26,L28",or/clackamas/tualatin/appendix-b.figures.txt
00503,agree,unclear+noted,or/clackamas/tualatin,defaults,parking_aisle_one_way_ft,24,24.0,feet (90-degree column),unclear,True,"12.0 'Driveway, One Way' row F (a driveway, not an aisle) | 12.0 at 45 degrees | 16.0 at 60 degrees | 23.0 at 75 degrees",Parallel 45º 60º 75º 90º / Aisle Width C N/A 12.0 16.0 23.0 24.0,"The table prints one aisle width per angle and does not split one-way from two-way, so 24.0 at 90 degrees is the only aisle figure whether traffic is one-way or two-way.","or/clackamas/tualatin/appendix-b.figures.txt#L21,L26,L29",or/clackamas/tualatin/appendix-b.figures.txt
00504,agree,noted,or/clackamas/tualatin,defaults,parking_aisle_two_way_ft,24,24.0,feet (90-degree column),inferred,True,"22.0 'Driveway, Two Way' row G (a driveway, not an aisle) | 23.0 at 75 degrees",Parallel 45º 60º 75º 90º / Aisle Width C N/A 12.0 16.0 23.0 24.0,The table prints one aisle width per angle and does not split one-way from two-way; 24.0 at 90 degrees.,"or/clackamas/tualatin/appendix-b.figures.txt#L21,L26,L29",or/clackamas/tualatin/appendix-b.figures.txt
00505,agree,noted,or/clackamas/tualatin,defaults,driveway_min_width_one_way_ft,12,12.0,feet,clear,True,,"Driveway, One Way F 12.0",Appendix B figure dimension with no heading stating whether it is a minimum.,or/clackamas/tualatin/appendix-b.figures.txt#L32,or/clackamas/tualatin/appendix-b.figures.txt
00506,agree,noted,or/clackamas/tualatin,defaults,driveway_min_width_two_way_ft,22,22.0,feet,clear,True,,"Driveway, Two Way G 22.0",Appendix B figure dimension with no heading stating whether it is a minimum.,or/clackamas/tualatin/appendix-b.figures.txt#L33,or/clackamas/tualatin/appendix-b.figures.txt
00507,agree,noted,or/clackamas/tualatin,defaults,driveway_approach_min_width_ft,10,10,feet,clear,True,,"Ingress and egress for single-family residential uses and middle housing types (duplexes, triplexes quadplexes, townhouses, and cottage clusters) must be paved to a minimum width of ten feet.","Middle housing row including quadplexes and townhouses; 'driveway widths must be measured at the right-of-way line', which makes it an approach width.","or/clackamas/tualatin/73C.parking.txt#L530,L532-L537",or/clackamas/tualatin/73C.parking.txt
00508,agree,noted,or/clackamas/tualatin,defaults,driveway_approach_max_width_ft,24,24,feet,clear,True,,"Maximum widths for new or expanded driveways must not exceed 24 feet. For the purposes of this section, driveway widths must be measured at the right-of-way line.",Applies to single-family and middle housing (duplexes through cottage clusters); multi-family uses have a separate table at (b).,"or/clackamas/tualatin/73C.parking.txt#L530,L532-L537",or/clackamas/tualatin/73C.parking.txt
00509,agree,noted,or/clackamas/tualatin,RL,max_density_du_per_acre [unit_lots],25,25,units per acre (townhouse row),clear,True,"None — Quadplex row (base, no maximum) | 6.4 units per acre single-family",MAXIMUM DENSITY / Single-Family Dwelling Maximum: 6.4 units per acre / Duplex None / Townhouse 25 units per acre / Triplex None / Quadplex None,Townhouse row used for the unit_lots condition; the Quadplex row states no maximum.,"or/clackamas/tualatin/40-41.residential.txt#L140,L144",or/clackamas/tualatin/40-41.residential.txt
00510,agree,,or/clackamas/tualatin,RL,setback_front_ft,15,15,feet,clear,True,12 ft to an unenclosed porch,MINIMUM SETBACKS / Front 15 feet May be reduced to 12 feet if to an unenclosed porch.,,or/clackamas/tualatin/40-41.residential.txt#L211,or/clackamas/tualatin/40-41.residential.txt
