layer,ref,mentions,binding,sources,sample,ruling
or/clackamas/wilsonville,4.131.05,1,0,4.planning.txt,"9. Those uses that are listed as typically permitted in Section 4.131.05(.03), as well as",
or/clackamas/wilsonville,4.134.10,1,0,4.planning.txt,and adjustment criteria in Section 4.134.10.,
or/clackamas/wilsonville,4.150,1,0,4.planning.txt,(.04) The General Regulations listed in Sections 4.150 through 4.199 shall apply to all zones unless the,
or/clackamas/wilsonville,4.155.03,1,0,4.planning.txt,plant materials. The ten percent parking area landscaping required by section 4.155.03(B)(1) is,
or/clackamas/wilsonville,4.443,1,0,4.planning.txt,Board. Section 4.443. Preliminary Consideration.,
or/clackamas/wilsonville,4.600.00,1,0,4.planning.txt,"ments of Section 4.600.00, et seq. (Tree Preservation and Protection).",
or/clackamas/wilsonville,6.208,1,0,4.planning.txt,"danger of falling, or presents a hazard as defined in WC 6.208, or is a nuisance as",
or/clackamas/wilsonville,6.230,1,0,4.planning.txt,"abated as provided in Sections 6.230 to 6.244, 6.250, and 6.260 of the Wilsonville Code.",
or/clackamas/wilsonville,660-012-0045,1,0,4.planning.txt,A. Purpose. The purpose of this section of the Code is to implement Section 660-012-0045,
or/clackamas/wilsonville,680,1,0,4.planning.txt,E. Lighting in swimming pools and other water features governed by Article 680 of the National,
or/clackamas/wilsonville,8.010,1,0,4.planning.txt,"(.09) When applicable, the applicant must comply with Wilsonville Code Section 8.010.",
or/clackamas/wilsonville,8.130,1,0,4.planning.txt,Wilsonville Code Section 8.130 and are not subject to waiver review by the Development,
or/clackamas/wilsonville,92,1,0,4.planning.txt,"(.01) Pursuant to ORS Chapter 92, plans and plats must be approved by the Planning Director or",
or/multnomah/_unincorporated,10,1,0,39.cfu.txt,"Division 10) or surface water (OAR 690,",
or/multnomah/_unincorporated,16.60,1,0,33.140.txt,the Renewable Fuel Standard (PCC Chapter 16.60 Motor Vehicle Fuels) is not,
or/multnomah/_unincorporated,18,1,0,39.cfu.txt,Division 18; and,
or/multnomah/_unincorporated,20,1,0,39.cfu.txt,Division 20) and not from a Class 1 stream as,
or/multnomah/_unincorporated,23,1,0,39.2000.definitions.txt,Chapter 23 of the Multnomah County,
or/multnomah/_unincorporated,29,1,0,39.2000.definitions.txt,"to MCC Chapter 29, certifying compliance with",
or/multnomah/_unincorporated,321.705,1,0,39.muf.txt,"ORS Chapter 321.705, a Western",
or/multnomah/_unincorporated,33.120.255,1,0,33.110.txt,"standards of Section 33.120.255, Pedestrian Standards.",
or/multnomah/_unincorporated,33.203,1,0,33.110.txt,"specific regulations in Chapters 33.203, 33.205, and 33.207 respectively.",
or/multnomah/_unincorporated,33.245.050,1,0,33.140.txt,33.245.040 and 33.245.050. The amount of bonus floor area allowed is an,
or/multnomah/_unincorporated,33.266.130,1,0,33.140.txt,Table 140-2 and the vehicle area frontage limitations of 33.266.130.C.3 if all of the,
or/multnomah/_unincorporated,33.293,1,0,33.140.txt,"to the superblock standards of Chapter 33.293, Superblocks.",
or/multnomah/_unincorporated,33.614,1,0,33.140.txt,Lot size regulations are in Chapters 33.614 and 33.615.,
or/multnomah/_unincorporated,33.810,1,0,33.100.txt,"shown as open space.             See Chapter 33.810, Comprehensive Plan Amendments.",
or/multnomah/_unincorporated,33.910,1,0,33.140.txt,basis. The truck categories are defined in Chapter 33.910.,
or/multnomah/_unincorporated,33.930.100,1,0,33.110.txt,width for a cottage cluster is measured as lot width is measured. See 33.930.100.,
or/multnomah/_unincorporated,39.1600,1,0,39.2000.definitions.txt,established under MCC 39.1600.,
or/multnomah/_unincorporated,39.3160,1,0,39.uf-20.txt,"(A) Except as provided in MCC 39.3160(B),",
or/multnomah/_unincorporated,39.4037,1,0,39.c-3.txt,in compliance with MCC 39.4037.,
or/multnomah/_unincorporated,39.4930,1,0,39.mr-4.txt,subject to the provisions of MCC 39.4930.,
or/multnomah/_unincorporated,39.4955,1,0,39.mr-4.txt,satisfy the approval criteria of MCC 39.4955.,
or/multnomah/_unincorporated,39.5000,1,0,39.2000.definitions.txt,"(MCC 39.5000 – 39.5055) only, the term",
or/multnomah/_unincorporated,39.7330,1,0,39.cfu.txt,39.7300 through MCC 39.7330.  For purposes of,
or/multnomah/_unincorporated,39.7575,1,0,39.efu.txt,39.7550 through MCC 39.7575; and,
or/multnomah/_unincorporated,39.7765,1,0,39.cfu.txt,through MCC 39.7765.,
or/multnomah/_unincorporated,39.8005,1,0,39.pd.txt,under the provisions of MCC 39.8005,
or/multnomah/_unincorporated,39.8025,1,0,39.pd.txt,as defined in MCC 39.8025 (C).,
or/multnomah/_unincorporated,39.8030,1,0,39.mr-4.txt,"under MCC 39.8030, the Planning Director may",
or/multnomah/_unincorporated,39.8040,1,0,39.pd.txt,(3) The criteria of MCC 39.8040 and the,
or/multnomah/_unincorporated,39.8045,1,0,39.pd.txt,standards of MCC 39.8045.,
or/multnomah/_unincorporated,39.8605,1,0,39.mr-4.txt,approval criteria of MCC 39.8605 and the,
or/multnomah/_unincorporated,39.8875,1,0,39.2000.definitions.txt,is defined in MCC 39.8875. Agri-tourism does,
or/multnomah/_unincorporated,504,1,0,39.cfu.txt,Code Section 504 Class 1 Ignition,
or/multnomah/_unincorporated,504.5,1,0,39.cfu.txt,in accordance with Section 504.5 of the,
or/multnomah/_unincorporated,504.6,1,0,39.cfu.txt,accordance with Section 504.6 of that,
or/multnomah/_unincorporated,505,1,0,39.cfu.txt,Wildland Interface Code Section 505,
or/multnomah/fairview,19.30.130,1,0,19.13.definitions.txt,“Multi-unit dwelling” means a building containing five or more dwelling units or five or more dwelling units in two or more buildings. Multi-unit dwellings are ,
or/multnomah/fairview,19.430,1,0,19.85.txt,3. Land Division Standards. Properties in the general industrial district that are identified as industrial lands as shown on the Title 4 Properties Map in the ,
or/multnomah/fairview,19.450,1,0,19.30.txt,"1. Development Site Area. The maximum development site area shall be eight acres, except that this standard shall not apply to parks and open space uses. Larger",
or/multnomah/fairview,446,1,0,19.13.definitions.txt,Manufactured Home Park. See ORS Chapter 446.,
or/multnomah/gresham,10.0430,1,0,4.0400.corridor.txt,10.0420; conversion of a building from commercial use to residential use is permitted pursuant to Section 10.0430.,
or/multnomah/gresham,10.0500,1,0,3.0100.definitions.txt,"Building Code.  The City of Gresham Building Code as adopted in the Gresham Revised Code, Article 10.0500.",
or/multnomah/gresham,10.1300,1,0,4.0400.corridor.txt,1.                                  Temporary health hardship dwellings may be permitted per Section 10.1300.,
or/multnomah/gresham,10.1400,1,0,3.0100.definitions.txt,"The following definitions apply to Section 10.1400          , Temporary, Intermittent,                              and Interim Uses.",
or/multnomah/gresham,10.313,1,0,4.0300.industrial.txt,This section of the Community Development Code implements  Section 10.313 -                          Industrial Land Use within,
or/multnomah/gresham,106,1,0,4.1100.downtown.txt,Interior  ’s Section 106 Standards.,
or/multnomah/gresham,11.0502,1,0,3.0100.definitions.txt,"11.0402, Section 11.0502, Section 11.0903                            and Section 11.1013 that is characterized by:",
or/multnomah/gresham,11.0903,1,0,3.0100.definitions.txt,"11.0402, Section 11.0502, Section 11.0903                            and Section 11.1013 that is characterized by:",
or/multnomah/gresham,11.1013,1,0,3.0100.definitions.txt,"11.0402, Section 11.0502, Section 11.0903                            and Section 11.1013 that is characterized by:",
or/multnomah/gresham,3.01,1,0,3.0100.definitions.txt,See also Overlay District D          efinitions in Section 3.01           20 for specific applications of this term in those areas.,
or/multnomah/gresham,3.0204,1,0,3.0100.definitions.txt,"which the premises exists. See also Section 3.0204         , Classifying a Use.",
or/multnomah/gresham,3.0220,1,0,3.0100.definitions.txt,"Residential Facility.                        See Residential Facility Land Use Classification, Section 3.0220       .",
or/multnomah/gresham,3.0221,1,0,3.0100.definitions.txt,"Residential Home. See Residential Home Land Use Classification, Section 3.0221.",
or/multnomah/gresham,3.0222,1,0,3.0100.definitions.txt,levels. The income levels are specific to each section pertaining to affordable housing. s          ee Section 3.0222,
or/multnomah/gresham,3.07.340,1,0,3.0100.definitions.txt,"Management Area maps consistent with the criteria in Title 3, section 3.07.340(e)  (3). Title 3 wetlands do not",
or/multnomah/gresham,302-304,1,0,3.0100.definitions.txt,"Development, as set forth in 24 C.F.R. Chapter 1, Part 100, Sections 302-304.",
or/multnomah/gresham,36.3527,1,0,4.1500.springwater.txt,would apply. Permitted uses are not required to meet approval criteria of West of Sandy Plan Section 36.3527.,
or/multnomah/gresham,4.1,1,0,4.1100.downtown.txt,"23.                   For limitations on outdoor commercial activity, see Section 4.1132. For limitations on Drive-Through commercial uses, see Section 4.1     ",
or/multnomah/gresham,4.1230-4.1238,1,0,4.1200.civic-neighborhood.txt,Development standards are provided in Section          4.1230-4.1238. Guidelines and Standards for developments subject,
or/multnomah/gresham,4.124,1,0,4.1200.civic-neighborhood.txt,"For each street type in Section 4.124         2, the standards provide a list of possible features to include within the amenity",
or/multnomah/gresham,5.0214,1,0,3.0100.definitions.txt,GIS-                                  supported application of the mapping protocols in Section 5.0214         .,
or/multnomah/gresham,5.75,1,0,4.0300.industrial.txt,Gresham Revised Code Article 5.75 Well Field Protection.,
or/multnomah/gresham,6.0300,1,0,4.1400.pleasant-valley.txt,(Section 6.0300).,
or/multnomah/gresham,6.0321,1,0,4.0100.residential.txt,requirements in Standards Section 4.0130 or in the Variation to Development Standards of Section 6.0321,
or/multnomah/gresham,60.3,1,0,3.0100.definitions.txt,render the structure in violation of the applicable non-elevation design requirements of 44 CFR Section 60.3.,
or/multnomah/gresham,7.0,1,0,4.0400.corridor.txt,b.                                 Outside Triangle Area. See Section 7.0                              512.A.2                       Building Frontage and Place,
or/multnomah/gresham,7.0002,1,0,7.0400.middle-housing-design.txt,provided in Section 7.0002.,
or/multnomah/gresham,7.0501-7.0512,1,0,7.0500.rockwood-design.txt,B.                          Exceptions. Section 7.0501-7.0512                                                  do not apply to:,
or/multnomah/gresham,7.15.025,1,0,3.0100.definitions.txt,Invasive Plant List (Gresham Revised Code 7.15.025).,
or/multnomah/gresham,8.0114,1,0,4.0100.residential.txt,"4.    May have locational limitations, see Section 8.0114.",
or/multnomah/gresham,8.0117,1,0,4.1400.pleasant-valley.txt,"Yes, except as provided in Section 8.0117(C)(3)",
or/multnomah/gresham,9.0303,1,0,3.0100.definitions.txt,"Easement, Conservation. See Natural Resource and Watershed Easements, Section 9.0303        .",
or/multnomah/gresham,9.0832,1,0,7.0400.middle-housing-design.txt,d.                           Bicycle racks shall comply with the standards of Section 9.0832(B) and (C) for short-term bicycle,
or/multnomah/gresham,9.1013,1,0,3.0100.definitions.txt,Trees in excess of the number that may be removed without a development permit under Section 9.1013               of,
or/multnomah/portland,0.5,1,0,33.130.txt,Affordable Commercial Space                                                                  FAR                                    0.5 to 1                    ,
or/multnomah/portland,11.60.030,1,0,33.130.txt,Specifications of Title 11 (Section 11.60.030). Large canopy trees are defined in,
or/multnomah/portland,112,1,0,33.910.definitions.txt,"Compensation and Liability Act (CERCLA) and Section 112(r) of the Clean Air Act, published",
or/multnomah/portland,16.60,1,0,33.140.txt,the Renewable Fuel Standard (PCC Chapter 16.60 Motor Vehicle Fuels) is not,
or/multnomah/portland,17.107,1,0,33.266.txt,2.                                                   Meet the objective standards of Title 17.107  as verified by the Portland Bureau of,
or/multnomah/portland,17.28.110,1,0,33.266.txt,"areas for compliance with the curb cut and access restrictions of Section 17.28.110,",
or/multnomah/portland,17.38,1,0,33.266.txt,"of Environmental Services. See Chapter 17.38, Drainage and Water Quality, and the City’s",
or/multnomah/portland,17.42,1,0,33.910.definitions.txt,"City of Portland, Multnomah County, or the State of Oregon. See Title 17.42, Property Owner",
or/multnomah/portland,29.20.010,1,0,33.266.txt,"discarded vehicles is regulated by Section 29.20.010 of Title 29, Property and",
or/multnomah/portland,3.96.060,1,0,33.910.definitions.txt,"Life pursuant to City Code 3.96.060, and organizations participating in Civic Life          ’s Diversity and Civic",
or/multnomah/portland,33.203,1,0,33.110.txt,"specific regulations in Chapters 33.203, 33.205, and 33.207 respectively.",
or/multnomah/portland,33.207,1,0,33.120.txt,may require a conditional use review. See Chapter 33.207.,
or/multnomah/portland,33.229,1,0,33.910.definitions.txt,"Disabled Person. For the purposes of Chapter 33.229, Elderly and Disabled High Density Housing, a",
or/multnomah/portland,33.262,1,0,33.266.txt,5.                                                   The off-site impact standards of Chapter 33.262 are met.,
or/multnomah/portland,33.470,1,0,33.910.definitions.txt,"weighting applied to night time sound levels. The Ldn noise contours described in Chapter 33.470,",
or/multnomah/portland,33.612,1,0,33.120.txt,"size standards listed in Chapter 33.612, Lots in Multi-         Dwelling Zones.",
or/multnomah/portland,33.654.150,1,0,33.910.definitions.txt,"tract. Where allowed by Section 33.654.150, Ownership, Maintenance, and Public Use of Rights-Of-",
or/multnomah/portland,33.700.070,1,0,33.910.definitions.txt,Information about the use of terms in the zoning code is contained in 33.700.070.D.,
or/multnomah/portland,33.810,1,0,33.100.txt,"shown as open space.             See Chapter 33.810, Comprehensive Plan Amendments.",
or/multnomah/portland,33.854,1,0,33.130.txt,Review and Design Review (see Chapter 33.270 and Chapter 33.854).                                    The site must be at,
or/multnomah/portland,4.16.080,1,0,33.910.definitions.txt,"through Friday, excluding holidays as identified in Section 4.16.080 of Title 4, Personnel.",
or/multnomah/portland,504,1,0,33.910.definitions.txt,limits one or more major life activities as stated in Section 504 of the Federal Rehabilitation Act of,
or/multnomah/troutdale,10.015,1,0,1.020.definitions.txt,Sign. Refer to Section 10.015 for all definitions for signs.,
or/multnomah/troutdale,14.020,1,0,1.020.definitions.txt,Maps. The Floodplain Manager or designee is authorized through Section 14.020 to obtain the,
or/multnomah/troutdale,14.035,1,0,1.020.definitions.txt,development in any Special Flood Hazard Area (100-year Floodplain). See Section 14.035 of this,
or/multnomah/troutdale,2.010,1,0,3.zoning-districts.txt,of this Code or may refer the matter to Planning Commission as provided within Section 2.010 of this,
